Report ID,Ticket Open Time,Ticket Resp Time,Issue Res Time,Operator,Manager,Channel,State,Service Name,Fault Type,response_seconds,resolution_minutes,resolution_category
AXA-20201207-5413-WLESS,2020-12-07 09:35:57,2020-12-07 09:43:45,2020-12-07 13:58:28,Jonathan,Kerry,Phone Call,ANAMBRA,Wireless,Line damage,468.0,254.71666666666667,Critical
AXA-20201220-5411-MAC,2020-12-20 11:30:10,2020-12-20 11:34:39,2020-12-20 15:49:22,Tunde,Victor,Phone Call,BORNO,Metro Area Connect,Customers End,269.0,254.71666666666667,Critical
AXA-20201210-2770-WiFi5,2020-12-10 14:25:15,2020-12-10 14:30:45,2020-12-10 18:45:28,Jonathan,Kerry,WebForm,OGUN,WiFI - 5,Customers End,330.0,254.71666666666667,Critical
AXA-20201223-3605-C100,2020-12-23 08:21:10,2020-12-23 08:23:28,2020-12-23 12:38:06,John,Victor,Email,GOMBE,Cloud100,Line damage,138.0,254.63333333333333,Critical
AXA-20201217-4622-WiFi7,2020-12-17 13:19:32,2020-12-17 13:29:46,2020-12-17 17:44:24,Mary,Wale,Email,RIVERS,WiFI - 7,Traffic Spikes,614.0,254.63333333333333,Critical
AXA-20201213-3097-WiFi4,2020-12-13 10:35:58,2020-12-13 10:46:14,2020-12-13 15:00:47,Myers,Kerry,Phone Call,ENUGU,WiFI - 4,Customers End,616.0,254.55,Critical
AXA-20201218-4442-MCON,2020-12-18 13:26:21,2020-12-18 13:26:37,2020-12-18 17:41:05,Bola,Victor,Phone Call,OYO,M Connect,Customers End,16.0,254.46666666666667,Critical
AXA-20201230-1986-WLESS,,2020-12-30 09:08:00,2020-12-30 13:22:27,Sherifat,Victor,Email,BAYELSA,Wireless,Support network failures,,254.45,Critical
AXA-20201207-2753-WiFi9,2020-12-07 10:18:23,2020-12-07 10:18:32,2020-12-07 14:32:58,Jennifer,Kerry,Phone Call,BORNO,WiFI - 9,Customers End,9.0,254.43333333333334,Critical
AXA-20201203-2919-WiFi7,2020-12-03 11:14:39,2020-12-03 11:18:17,2020-12-03 15:32:39,Goodluck,Kerry,Email,PLATEAU,WiFI - 7,Support network failures,218.0,254.36666666666667,Critical
AXA-20201204-4606-WiFi10,2020-12-04 11:56:47,2020-12-04 12:05:29,2020-12-04 16:19:51,John,Victor,Social Media,NASARAWA,WiFI - 10,Line damage,522.0,254.36666666666667,Critical
AXA-20201205-5117-CBS,2020-12-05 09:51:31,2020-12-05 09:53:51,2020-12-05 14:08:12,John,Victor,USSD,FCT ABUJA,Cloud-based services,Customers End,140.0,254.35,Critical
AXA-20201205-3772-WLESS,2020-12-05 15:39:40,2020-12-05 15:46:03,2020-12-05 20:00:23,Tunde,Victor,WebForm,PLATEAU,Wireless,hardware failure,383.0,254.33333333333334,Critical
AXA-20201226-5851-WiFi10,2020-12-26 11:06:36,2020-12-26 11:17:01,2020-12-26 15:31:19,Segun,Seun,Email,DELTA,WiFI - 10,Line damage,625.0,254.3,Critical
AXA-20201215-3054-WiFi11,2020-12-15 12:59:47,2020-12-15 13:08:16,2020-12-15 17:22:33,Brenda,Kerry,WebForm,DELTA,WiFI - 11,Line damage,509.0,254.28333333333333,Critical
AXA-20201223-4300-EVOICE,2020-12-23 11:27:32,2020-12-23 11:35:45,2020-12-23 15:49:57,Sekina,Victor,WebForm,DELTA,EVoice,Customers End,493.0,254.2,Critical
AXA-20201215-2405-WLESS,2020-12-15 15:36:12,2020-12-15 15:40:18,2020-12-15 19:54:27,Goodluck,Kerry,WebForm,NASARAWA,Wireless,Customers End,246.0,254.15,Critical
AXA-20201210-5626-WiFi3,2020-12-10 15:30:34,2020-12-10 15:38:42,2020-12-10 19:52:49,Kingsley,Kerry,Chatbot,GOMBE,WiFI - 3,Support network failures,488.0,254.11666666666667,Critical
AXA-20201230-1334-WLESS,,2020-12-30 18:33:57,2020-12-30 22:48:04,Bola,Victor,Phone Call,ZAMFARA,Wireless,Customers End,,254.11666666666667,Critical
AXA-20201230-1421-HSE,,2020-12-30 20:53:31,2020-12-31 01:07:37,Jonathan,Kerry,Social Media,AKWA IBOM,High speed Internet,Customers End,,254.1,Critical
AXA-20201208-5816-WiFi9,2020-12-08 10:39:44,2020-12-08 10:44:05,2020-12-08 14:58:11,Sherifat,Victor,Email,CROSS RIVER,WiFI - 9,Not Specified,261.0,254.1,Critical
AXA-20201224-3166-WLESS,2020-12-24 15:19:44,2020-12-24 15:30:32,2020-12-24 19:44:37,Bola,Victor,WebForm,LAGOS,Wireless,Support network failures,648.0,254.08333333333334,Critical
AXA-20201216-5018-WiFi4,2020-12-16 12:21:57,2020-12-16 12:30:22,2020-12-16 16:44:26,Vitus,Seun,Email,ANAMBRA,WiFI - 4,Customers End,505.0,254.06666666666666,Critical
AXA-20201210-4218-MAC,2020-12-10 10:43:54,2020-12-10 10:50:11,2020-12-10 15:03:57,Boye,Wale,Social Media,KEBBI,Metro Area Connect,Customers End,377.0,253.76666666666668,Critical
AXA-20201202-3594-MAC,2020-12-02 09:10:10,2020-12-02 09:18:53,2020-12-02 13:32:37,Atiku,Victor,Social Media,NASARAWA,Metro Area Connect,Line damage,523.0,253.73333333333332,Critical
AXA-20201231-1597-WLESS,,2020-12-31 23:11:45,2021-01-01 03:25:27,Kingsley,Kerry,Social Media,NASARAWA,Wireless,Line damage,,253.7,Critical
AXA-20201231-1464-HSE,,2020-12-31 18:36:30,2020-12-31 22:50:08,Sola,Wale,Social Media,FCT ABUJA,High speed Internet,Customers End,,253.63333333333333,Critical
AXA-20201204-3476-WiFi8,2020-12-04 10:39:10,2020-12-04 10:44:56,2020-12-04 14:58:30,Akin,Wale,WebForm,CROSS RIVER,WiFI - 8,Not Specified,346.0,253.56666666666666,Critical
AXA-20201217-3497-WiFi6,2020-12-17 15:58:29,2020-12-17 16:02:51,2020-12-17 20:16:21,Tunde,Victor,Social Media,ADAMAWA,WiFI - 6,Customers End,262.0,253.5,Critical
AXA-20201216-4094-VOICE,2020-12-16 11:35:00,2020-12-16 11:40:05,2020-12-16 15:53:32,Bukky,Wale,Chatbot,DELTA,Voice,Line damage,305.0,253.45,Critical
AXA-20201203-4417-WiFi8,2020-12-03 14:51:05,2020-12-03 14:56:41,2020-12-03 19:10:07,Sekina,Victor,Chatbot,DELTA,WiFI - 8,Line damage,336.0,253.43333333333334,Critical
AXA-20201221-4496-WiFi7,2020-12-21 14:43:21,2020-12-21 14:51:38,2020-12-21 19:05:03,Akin,Wale,Chatbot,ANAMBRA,WiFI - 7,Line damage,497.0,253.41666666666666,Critical
AXA-20201224-4422-C95,2020-12-24 13:36:24,2020-12-24 13:44:55,2020-12-24 17:58:19,Jonathan,Kerry,Phone Call,KOGI,Cloud95,Customers End,511.0,253.4,Critical
AXA-20201212-3214-WiFi10,2020-12-12 12:31:02,2020-12-12 12:33:08,2020-12-12 16:46:27,Bola,Victor,Chatbot,IMO,WiFI - 10,Customers End,126.0,253.31666666666666,Critical
AXA-20201202-3181-WLESS,2020-12-02 15:46:19,2020-12-02 15:48:57,2020-12-02 20:02:09,Jonathan,Kerry,Chatbot,GOMBE,Wireless,Customers End,158.0,253.2,Critical
AXA-20201226-5480-WiFi11,2020-12-26 08:45:05,2020-12-26 08:45:49,2020-12-26 12:59:01,Vitus,Seun,Chatbot,KANO,WiFI - 11,Customers End,44.0,253.2,Critical
AXA-20201203-5403-C100,2020-12-03 10:21:07,2020-12-03 10:29:23,2020-12-03 14:42:33,Segun,Seun,Email,KEBBI,Cloud100,Customers End,496.0,253.16666666666666,Critical
AXA-20201212-4981-WiFi8,2020-12-12 08:16:27,2020-12-12 08:19:13,2020-12-12 12:32:18,Habeeb,Victor,Chatbot,BAUCHI,WiFI - 8,Line damage,166.0,253.08333333333334,Critical
AXA-20201216-4125-WiFi3,2020-12-16 15:15:18,2020-12-16 15:18:30,2020-12-16 19:31:35,Kola,Wale,Phone Call,ONDO,WiFI - 3,Customers End,192.0,253.08333333333334,Critical
AXA-20201227-4299-WLESS,2020-12-27 09:50:48,2020-12-27 09:51:57,2020-12-27 14:04:59,Bola,Victor,Email,NIGER,Wireless,Line damage,69.0,253.03333333333333,Critical
AXA-20201212-5176-WiFi10,2020-12-12 13:39:58,2020-12-12 13:41:34,2020-12-12 17:54:36,Atiku,Victor,WebForm,PLATEAU,WiFI - 10,Customers End,96.0,253.03333333333333,Critical
AXA-20201217-5543-WiFi7,2020-12-17 08:52:20,2020-12-17 09:01:05,2020-12-17 13:13:52,Sherifat,Victor,Email,YOBE,WiFI - 7,Routine Service,525.0,252.78333333333333,Critical
AXA-20201230-1779-WLESS,,2020-12-30 19:46:47,2020-12-30 23:59:28,Habeeb,Victor,Social Media,KADUNA,Wireless,Customers End,,252.68333333333334,Critical
AXA-20201215-4348-WLESS,2020-12-15 14:49:35,2020-12-15 14:53:22,2020-12-15 19:06:03,John,Victor,Social Media,NASARAWA,Wireless,Routine Service,227.0,252.68333333333334,Critical
AXA-20201224-6105-WiFi8,2020-12-24 11:12:24,2020-12-24 11:16:58,2020-12-24 15:29:39,Bola,Victor,WebForm,ANAMBRA,WiFI - 8,Line damage,274.0,252.68333333333334,Critical
AXA-20201208-4005-ICS,2020-12-08 14:22:29,2020-12-08 14:31:38,2020-12-08 18:44:16,Kingsley,Kerry,WebForm,ZAMFARA,Interconnection Services,Customers End,549.0,252.63333333333333,Critical
AXA-20201217-4602-EVOICE,2020-12-17 10:16:48,2020-12-17 10:18:21,2020-12-17 14:30:59,Mary,Wale,Social Media,NIGER,EVoice,Customers End,93.0,252.63333333333333,Critical
AXA-20201223-3927-WiFi7,2020-12-23 09:26:50,2020-12-23 09:28:38,2020-12-23 13:41:15,Mary,Wale,Phone Call,SOKOTO,WiFI - 7,Support network failures,108.0,252.61666666666667,Critical
AXA-20201230-1154-HSE,,2020-12-30 02:17:45,2020-12-30 06:30:22,Tunde,Victor,Social Media,NASARAWA,High speed Internet,Customers End,,252.61666666666667,Critical
AXA-20201207-5360-WiFi9,2020-12-07 08:35:44,2020-12-07 08:41:59,2020-12-07 12:54:35,Sheg,Seun,WebForm,OGUN,WiFI - 9,Line damage,375.0,252.6,Critical
AXA-20201204-3072-WiFi5,2020-12-04 12:23:45,2020-12-04 12:32:07,2020-12-04 16:44:42,Amelia,Kerry,Email,DELTA,WiFI - 5,Customers End,502.0,252.58333333333334,Critical
AXA-20201208-4161-VOICE,2020-12-08 12:14:34,2020-12-08 12:23:04,2020-12-08 16:35:38,Myers,Kerry,Email,OYO,Voice,Routine Service,510.0,252.56666666666666,Critical
AXA-20201221-2833-WiFi9,2020-12-21 10:09:14,2020-12-21 10:17:21,2020-12-21 14:29:55,Ore,Seun,Phone Call,ADAMAWA,WiFI - 9,Routine Service,487.0,252.56666666666666,Critical
AXA-20201208-3243-EVOICE,2020-12-08 10:31:38,2020-12-08 10:39:04,2020-12-08 14:51:38,Sekina,Victor,Phone Call,CROSS RIVER,EVoice,Customers End,446.0,252.56666666666666,Critical
AXA-20201214-4743-EVOICE,2020-12-14 10:34:28,2020-12-14 10:43:34,2020-12-14 14:56:08,Sekina,Victor,Social Media,NIGER,EVoice,Customers End,546.0,252.56666666666666,Critical
AXA-20201214-2846-VOICE,2020-12-14 09:36:04,2020-12-14 09:38:34,2020-12-14 13:51:00,Myers,Kerry,Social Media,YOBE,Voice,Customers End,150.0,252.43333333333334,Critical
AXA-20201218-5119-MAC,2020-12-18 14:54:14,2020-12-18 14:56:53,2020-12-18 19:09:17,Sekina,Victor,WebForm,ONDO,Metro Area Connect,Routine Service,159.0,252.4,Critical
AXA-20201231-1263-HSE,,2020-12-31 13:33:46,2020-12-31 17:46:07,Atiku,Victor,Social Media,LAGOS,High speed Internet,hardware failure,,252.35,Critical
AXA-20201213-2438-WiFi7,2020-12-13 12:08:23,2020-12-13 12:15:29,2020-12-13 16:27:50,Mary,Wale,WebForm,OGUN,WiFI - 7,Customers End,426.0,252.35,Critical
AXA-20201207-5308-WiFi8,2020-12-07 10:49:24,2020-12-07 10:55:56,2020-12-07 15:08:13,Goodluck,Kerry,USSD,ABIA,WiFI - 8,Customers End,392.0,252.28333333333333,Critical
AXA-20201231-2051-HSE,,2020-12-31 18:41:37,2020-12-31 22:53:52,Fola,Wale,Social Media,NIGER,High speed Internet,Customers End,,252.25,Critical
AXA-20201216-5982-CBS,2020-12-16 10:39:41,2020-12-16 10:42:11,2020-12-16 14:54:23,Habeeb,Victor,Email,KEBBI,Cloud-based services,Customers End,150.0,252.2,Critical
AXA-20201229-1322-WLESS,,2020-12-29 17:08:18,2020-12-29 21:20:30,Bola,Victor,Social Media,IMO,Wireless,Customers End,,252.2,Critical
AXA-20201202-2216-WiFi5,2020-12-02 15:36:15,2020-12-02 15:43:46,2020-12-02 19:55:52,Amelia,Kerry,WebForm,IMO,WiFI - 5,hardware failure,451.0,252.1,Critical
AXA-20201222-4415-WiFi6,2020-12-22 13:34:02,2020-12-22 13:37:25,2020-12-22 17:49:30,John,Victor,Email,EDO,WiFI - 6,Customers End,203.0,252.08333333333334,Critical
AXA-20201210-3686-MAC,2020-12-10 11:29:50,2020-12-10 11:37:16,2020-12-10 15:49:21,Fola,Wale,USSD,FCT ABUJA,Metro Area Connect,Customers End,446.0,252.08333333333334,Critical
AXA-20201224-5686-MAC,2020-12-24 15:26:46,2020-12-24 15:27:19,2020-12-24 19:39:23,Sheg,Seun,WebForm,ENUGU,Metro Area Connect,Customers End,33.0,252.06666666666666,Critical
AXA-20201206-2139-C95,2020-12-06 10:54:35,2020-12-06 10:56:16,2020-12-06 15:08:19,Habeeb,Victor,Phone Call,GOMBE,Cloud95,Customers End,101.0,252.05,Critical
AXA-20201212-3093-WiFi8,2020-12-12 13:27:57,2020-12-12 13:33:33,2020-12-12 17:45:35,Habeeb,Victor,USSD,FCT ABUJA,WiFI - 8,Line damage,336.0,252.03333333333333,Critical
AXA-20201226-5628-WLESS,2020-12-26 13:07:37,2020-12-26 13:15:00,2020-12-26 17:26:41,Sola,Wale,Social Media,NASARAWA,Wireless,Not Specified,443.0,251.68333333333334,Critical
AXA-20201205-4590-ICS,2020-12-05 15:44:29,2020-12-05 15:49:09,2020-12-05 20:00:47,Jonathan,Kerry,USSD,KADUNA,Interconnection Services,Customers End,280.0,251.63333333333333,Critical
AXA-20201218-3177-WiFi4,2020-12-18 11:33:21,2020-12-18 11:42:41,2020-12-18 15:54:19,Kingsley,Kerry,Email,KOGI,WiFI - 4,Routine Service,560.0,251.63333333333333,Critical
AXA-20201219-5390-WiFi9,2020-12-19 13:29:50,2020-12-19 13:31:12,2020-12-19 17:42:49,Tunde,Victor,WebForm,KADUNA,WiFI - 9,Line damage,82.0,251.61666666666667,Critical
AXA-20201223-4666-WiFi4,2020-12-23 15:12:20,2020-12-23 15:18:34,2020-12-23 19:30:10,Jonathan,Kerry,Social Media,NASARAWA,WiFI - 4,Line damage,374.0,251.6,Critical
AXA-20201231-1619-WLESS,,2020-12-31 03:45:43,2020-12-31 07:57:17,Myers,Kerry,Social Media,NIGER,Wireless,Line damage,,251.56666666666666,Critical
AXA-20201230-1368-WLESS,,2020-12-30 18:25:52,2020-12-30 22:37:26,Myers,Kerry,Social Media,OGUN,Wireless,Line damage,,251.56666666666666,Critical
AXA-20201225-5078-WLESS,2020-12-25 10:58:38,2020-12-25 10:59:16,2020-12-25 15:10:48,Bukky,Wale,Chatbot,FCT ABUJA,Wireless,Customers End,38.0,251.53333333333333,Critical
AXA-20201218-4378-HSE,2020-12-18 12:26:46,2020-12-18 12:29:32,2020-12-18 16:41:03,Ore,Seun,Chatbot,EKITI,High speed Internet,Not Specified,166.0,251.51666666666668,Critical
AXA-20201221-3742-WLESS,2020-12-21 14:37:22,2020-12-21 14:38:35,2020-12-21 18:50:04,Atiku,Victor,USSD,EKITI,Wireless,Customers End,73.0,251.48333333333332,Critical
AXA-20201224-5379-WiFi9,2020-12-24 10:22:11,2020-12-24 10:32:23,2020-12-24 14:43:51,Kachi,Seun,WebForm,BAUCHI,WiFI - 9,Line damage,612.0,251.46666666666667,Critical
AXA-20201230-1640-HSE,,2020-12-30 12:23:50,2020-12-30 16:35:15,Sherifat,Victor,Social Media,ABIA,High speed Internet,Customers End,,251.41666666666666,Critical
AXA-20201204-5098-WiFi6,2020-12-04 13:58:31,2020-12-04 14:07:00,2020-12-04 18:18:20,John,Victor,USSD,NASARAWA,WiFI - 6,Customers End,509.0,251.33333333333334,Critical
AXA-20201213-4107-WLESS,2020-12-13 13:59:21,2020-12-13 14:07:41,2020-12-13 18:19:01,Goodluck,Kerry,WebForm,BORNO,Wireless,Line damage,500.0,251.33333333333334,Critical
AXA-20201211-2602-WiFi5,2020-12-11 13:53:27,2020-12-11 13:55:54,2020-12-11 18:07:14,Bukky,Wale,Social Media,OGUN,WiFI - 5,Not Specified,147.0,251.33333333333334,Critical
AXA-20201230-1756-WLESS,,2020-12-30 19:47:44,2020-12-30 23:59:03,Jennifer,Kerry,Social Media,ENUGU,Wireless,Customers End,,251.31666666666666,Critical
AXA-20201231-1788-WLESS,,2020-12-31 20:58:20,2021-01-01 01:09:37,Ore,Seun,Social Media,ADAMAWA,Wireless,Routine Service,,251.28333333333333,Critical
AXA-20201222-5001-WLESS,2020-12-22 14:50:54,2020-12-22 14:59:37,2020-12-22 19:10:50,Atiku,Victor,Social Media,OSUN,Wireless,Customers End,523.0,251.21666666666667,Critical
AXA-20201205-2123-ICS,2020-12-05 11:04:12,2020-12-05 11:06:44,2020-12-05 15:17:56,Kingsley,Kerry,Social Media,RIVERS,Interconnection Services,Customers End,152.0,251.2,Critical
AXA-20201222-2516-WiFi6,2020-12-22 14:13:25,2020-12-22 14:20:02,2020-12-22 18:31:09,Sherifat,Victor,USSD,OYO,WiFI - 6,Customers End,397.0,251.11666666666667,Critical
AXA-20201230-2054-HSE,,2020-12-30 08:57:12,2020-12-30 13:08:18,Atiku,Victor,Social Media,NIGER,High speed Internet,Customers End,,251.1,Critical
AXA-20201220-2507-WLESS,2020-12-20 13:57:24,2020-12-20 14:07:33,2020-12-20 18:18:21,Atiku,Victor,Social Media,LAGOS,Wireless,Not Specified,609.0,250.8,Critical
AXA-20201230-1404-WLESS,,2020-12-30 04:11:43,2020-12-30 08:22:25,Sheg,Seun,Social Media,GOMBE,Wireless,Customers End,,250.7,Critical
AXA-20201210-5418-WiFi5,2020-12-10 14:35:03,2020-12-10 14:44:27,2020-12-10 18:55:08,Bukky,Wale,Phone Call,CROSS RIVER,WiFI - 5,Support network failures,564.0,250.68333333333334,Critical
AXA-20201217-5020-EVOICE,2020-12-17 09:07:39,2020-12-17 09:14:04,2020-12-17 13:24:44,Mary,Wale,USSD,KOGI,EVoice,Line damage,385.0,250.66666666666666,Critical
AXA-20201230-1155-HSE,,2020-12-30 01:31:44,2020-12-30 05:42:23,Segun,Seun,Social Media,NASARAWA,High speed Internet,Line damage,,250.65,Critical
AXA-20201222-2736-HSE,2020-12-22 14:37:54,2020-12-22 14:46:14,2020-12-22 18:56:51,Kingsley,Kerry,Phone Call,EKITI,High speed Internet,Customers End,500.0,250.61666666666667,Critical
AXA-20201229-1745-WLESS,,2020-12-29 16:20:49,2020-12-29 20:31:21,Jennifer,Kerry,Social Media,LAGOS,Wireless,Customers End,,250.53333333333333,Critical
AXA-20201218-5725-MCON,2020-12-18 09:59:48,2020-12-18 10:05:31,2020-12-18 14:16:02,Jennifer,Kerry,WebForm,YOBE,M Connect,Not Specified,343.0,250.51666666666668,Critical
AXA-20201204-5811-EVOICE,2020-12-04 15:24:55,2020-12-04 15:26:41,2020-12-04 19:37:12,Brenda,Kerry,Social Media,ZAMFARA,EVoice,Customers End,106.0,250.51666666666668,Critical
AXA-20201227-2390-CBS,2020-12-27 09:46:57,2020-12-27 09:51:02,2020-12-27 14:01:23,Goodluck,Kerry,Phone Call,RIVERS,Cloud-based services,Customers End,245.0,250.35,Critical
AXA-20201229-1708-WLESS,,2020-12-29 16:42:41,2020-12-29 20:53:02,John,Victor,Social Media,ZAMFARA,Wireless,Customers End,,250.35,Critical
AXA-20201212-5189-WiFi4,2020-12-12 09:51:07,2020-12-12 09:56:28,2020-12-12 14:06:46,Goodluck,Kerry,Email,BORNO,WiFI - 4,Routine Service,321.0,250.3,Critical
AXA-20201208-5469-WiFi11,2020-12-08 13:25:33,2020-12-08 13:34:15,2020-12-08 17:44:29,Tunde,Victor,Email,DELTA,WiFI - 11,Customers End,522.0,250.23333333333332,Critical
AXA-20201231-2003-WLESS,,2020-12-31 19:11:24,2020-12-31 23:21:37,Sekina,Victor,Social Media,KANO,Wireless,Routine Service,,250.21666666666667,Critical
AXA-20201231-1583-WLESS,,2020-12-31 11:24:32,2020-12-31 15:34:41,Atiku,Victor,Social Media,KATSINA,Wireless,Not Specified,,250.15,Critical
AXA-20201221-5154-HSE,2020-12-21 11:53:34,2020-12-21 12:04:12,2020-12-21 16:14:20,John,Victor,USSD,NASARAWA,High speed Internet,Line damage,638.0,250.13333333333333,Critical
AXA-20201230-1204-HSE,,2020-12-30 18:04:52,2020-12-30 22:14:55,Kingsley,Kerry,Social Media,OGUN,High speed Internet,Line damage,,250.05,Critical
AXA-20201214-2112-HSE,2020-12-14 09:33:02,2020-12-14 09:40:48,2020-12-14 13:50:51,Popoola,Seun,Email,ZAMFARA,High speed Internet,Routine Service,466.0,250.05,Critical
AXA-20201206-3745-WiFi3,2020-12-06 10:10:56,2020-12-06 10:20:11,2020-12-06 14:29:59,Atiku,Victor,Chatbot,KADUNA,WiFI - 3,Routine Service,555.0,249.8,Critical
AXA-20201212-3535-EVOICE,2020-12-12 14:40:01,2020-12-12 14:45:17,2020-12-12 18:54:57,Bola,Victor,Email,NIGER,EVoice,Customers End,316.0,249.66666666666666,Critical
AXA-20201211-4059-MAC,2020-12-11 14:41:49,2020-12-11 14:42:12,2020-12-11 18:51:49,Fola,Wale,Phone Call,RIVERS,Metro Area Connect,Not Specified,23.0,249.61666666666667,Critical
AXA-20201206-5729-CBS,2020-12-06 09:39:56,2020-12-06 09:49:10,2020-12-06 13:58:44,Goodluck,Kerry,Email,IMO,Cloud-based services,Line damage,554.0,249.56666666666666,Critical
AXA-20201213-3167-MAC,2020-12-13 13:07:17,2020-12-13 13:18:02,2020-12-13 17:27:35,Kingsley,Kerry,Email,YOBE,Metro Area Connect,hardware failure,645.0,249.55,Critical
AXA-20201231-1924-HSE,,2020-12-31 18:46:15,2020-12-31 22:55:45,Myers,Kerry,Social Media,ENUGU,High speed Internet,Customers End,,249.5,Critical
AXA-20201204-3662-VOICE,2020-12-04 10:22:02,2020-12-04 10:22:08,2020-12-04 14:31:26,Amelia,Kerry,Email,GOMBE,Voice,Customers End,6.0,249.3,Critical
AXA-20201223-5758-WiFi10,2020-12-23 11:27:32,2020-12-23 11:31:16,2020-12-23 15:40:32,Bola,Victor,Email,GOMBE,WiFI - 10,Customers End,224.0,249.26666666666668,Critical
AXA-20201229-1436-WLESS,,2020-12-29 14:50:43,2020-12-29 18:59:58,Brenda,Kerry,Social Media,OYO,Wireless,Line damage,,249.25,Critical
AXA-20201210-4188-WiFi4,2020-12-10 14:41:04,2020-12-10 14:50:38,2020-12-10 18:59:45,Sherifat,Victor,Chatbot,GOMBE,WiFI - 4,Customers End,574.0,249.11666666666667,Critical
AXA-20201210-3593-WiFi8,2020-12-10 13:06:04,2020-12-10 13:07:44,2020-12-10 17:16:47,John,Victor,USSD,NIGER,WiFI - 8,Customers End,100.0,249.05,Critical
AXA-20201206-2226-WiFi5,2020-12-06 08:54:38,2020-12-06 09:00:59,2020-12-06 13:09:45,Atiku,Victor,WebForm,NASARAWA,WiFI - 5,Customers End,381.0,248.76666666666668,Critical
AXA-20201205-2693-C100,2020-12-05 12:42:44,2020-12-05 12:42:54,2020-12-05 16:51:38,Sherifat,Victor,Email,KWARA,Cloud100,Support network failures,10.0,248.73333333333332,Critical
AXA-20201204-2494-WiFi4,2020-12-04 14:28:44,2020-12-04 14:36:14,2020-12-04 18:44:58,Goodluck,Kerry,Social Media,DELTA,WiFI - 4,Customers End,450.0,248.73333333333332,Critical
AXA-20201230-1795-WLESS,,2020-12-30 17:03:31,2020-12-30 21:12:12,Jonathan,Kerry,Social Media,DELTA,Wireless,Customers End,,248.68333333333334,Critical
AXA-20201207-5464-C95,2020-12-07 12:48:53,2020-12-07 12:55:03,2020-12-07 17:03:40,Sherifat,Victor,WebForm,OSUN,Cloud95,Not Specified,370.0,248.61666666666667,Critical
AXA-20201210-3112-WiFi8,2020-12-10 09:13:43,2020-12-10 09:17:02,2020-12-10 13:25:36,Amelia,Kerry,WebForm,KANO,WiFI - 8,Line damage,199.0,248.56666666666666,Critical
AXA-20201217-2571-C100,2020-12-17 13:21:28,2020-12-17 13:22:33,2020-12-17 17:31:06,John,Victor,WebForm,BAYELSA,Cloud100,Customers End,65.0,248.55,Critical
AXA-20201206-3666-WiFi10,2020-12-06 12:41:59,2020-12-06 12:44:19,2020-12-06 16:52:47,Habeeb,Victor,Phone Call,KWARA,WiFI - 10,Customers End,140.0,248.46666666666667,Critical
AXA-20201229-1898-CBS,,2020-12-29 19:07:38,2020-12-29 23:16:06,Segun,Seun,Social Media,RIVERS,Cloud-based services,Customers End,,248.46666666666667,Critical
AXA-20201224-4333-WiFi10,2020-12-24 11:02:54,2020-12-24 11:04:20,2020-12-24 15:12:45,Kingsley,Kerry,Email,EDO,WiFI - 10,Customers End,86.0,248.41666666666666,Critical
AXA-20201230-1992-WLESS,,2020-12-30 00:21:31,2020-12-30 04:29:55,Vitus,Seun,Social Media,JIGAWA,Wireless,Customers End,,248.4,Critical
AXA-20201231-1352-WLESS,,2020-12-31 23:09:50,2021-01-01 03:18:14,Kingsley,Kerry,Social Media,NASARAWA,Wireless,Line damage,,248.4,Critical
AXA-20201224-2322-CBS,2020-12-24 14:14:52,2020-12-24 14:18:24,2020-12-24 18:26:46,Atiku,Victor,Phone Call,LAGOS,Cloud-based services,Line damage,212.0,248.36666666666667,Critical
AXA-20201223-3974-MAC,2020-12-23 11:29:14,2020-12-23 11:34:50,2020-12-23 15:42:59,Ore,Seun,Phone Call,ANAMBRA,Metro Area Connect,Not Specified,336.0,248.15,Critical
AXA-20201201-2288-HSE,2020-12-01 11:17:05,2020-12-01 11:23:27,2020-12-01 15:31:11,Jennifer,Kerry,USSD,LAGOS,High speed Internet,hardware failure,382.0,247.73333333333332,Critical
AXA-20201231-1409-WLESS,,2020-12-31 18:45:43,2020-12-31 22:53:24,Myers,Kerry,Social Media,NASARAWA,Wireless,Line damage,,247.68333333333334,Critical
AXA-20201202-5453-CBS,2020-12-02 12:53:07,2020-12-02 12:56:53,2020-12-02 17:04:32,Atiku,Victor,Phone Call,IMO,Cloud-based services,hardware failure,226.0,247.65,Critical
AXA-20201215-2749-WiFi3,2020-12-15 12:17:13,2020-12-15 12:17:54,2020-12-15 16:25:29,Tunde,Victor,Email,ENUGU,WiFI - 3,Not Specified,41.0,247.58333333333334,Critical
AXA-20201225-4860-WiFi5,2020-12-25 11:00:32,2020-12-25 11:06:16,2020-12-25 15:13:46,Tunde,Victor,Social Media,OSUN,WiFI - 5,Router Failure,344.0,247.5,Critical
AXA-20201231-1730-WLESS,,2020-12-31 16:13:50,2020-12-31 20:21:16,Sola,Wale,Social Media,DELTA,Wireless,Not Specified,,247.43333333333334,Critical
AXA-20201204-5448-WLESS,2020-12-04 13:53:44,2020-12-04 14:02:14,2020-12-04 18:09:38,Sheg,Seun,Chatbot,IMO,Wireless,Customers End,510.0,247.4,Critical
AXA-20201222-4029-MAC,2020-12-22 11:13:19,2020-12-22 11:20:37,2020-12-22 15:28:01,Myers,Kerry,WebForm,IMO,Metro Area Connect,Line damage,438.0,247.4,Critical
